latitude,longitude,intensity
33.69742255977288,-117.81369209289551,0.1543816504624692
33.69742255977288,-117.81364917755127,0.2038860807890613
33.69742255977288,-117.81360626220703,0.15978932664493473
33.697386855096816,-117.81373500823975,0.24487045122622844
33.697386855096816,-117.81369209289551,0.4316550751333357
33.697386855096816,-117.81364917755127,0.4995353804546483
33.697386855096816,-117.81360626220703,0.36469277910753567
33.697386855096816,-117.8135633468628,0.14637056421484987
33.69735115040591,-117.81377792358398,0.18971869707187108
33.69735115040591,-117.81373500823975,0.4589379021088545
33.69735115040591,-117.81369209289551,0.6669938908606118
33.69735115040591,-117.81364917755127,0.6412345350764361
33.69735115040591,-117.81360626220703,0.41067730312103257
33.69735115040591,-117.8135633468628,0.15379615288498552
33.69731544570016,-117.81382083892822,0.12259524226783103
33.69731544570016,-117.81377792358398,0.27802702639128307
33.69731544570016,-117.81373500823975,0.5146095870286606
33.69731544570016,-117.81369209289551,0.6180326373958607
33.69731544570016,-117.81364917755127,0.47728229375383585
33.69731544570016,-117.81360626220703,0.24675194542213927
33.697279740979575,-117.8139066696167,0.12421142139450164
33.697279740979575,-117.81386375427246,0.1740534372106542
33.697279740979575,-117.81382083892822,0.23425694103306532
33.697279740979575,-117.81377792358398,0.30441230934972396
33.697279740979575,-117.81373500823975,0.37331073250274927
33.697279740979575,-117.81369209289551,0.35472524869404587
33.697279740979575,-117.81364917755127,0.2177800165002225
33.69724403624414,-117.81399250030518,0.18655555040138463
33.69724403624414,-117.81394958496094,0.2907805713743789
33.69724403624414,-117.8139066696167,0.349051967825316
33.69724403624414,-117.81386375427246,0.3372646243040236
33.69724403624414,-117.81382083892822,0.2861848393395433
33.69724403624414,-117.81377792358398,0.2339798808720423
33.69724403624414,-117.81373500823975,0.18009230944982163
33.69724403624414,-117.81369209289551,0.12369310350762407
33.6972083314939,-117.81403541564941,0.20735256195537657
33.6972083314939,-117.81399250030518,0.447969636848099
33.6972083314939,-117.81394958496094,0.591636641727484
33.6972083314939,-117.8139066696167,0.567289638264591
33.6972083314939,-117.81386375427246,0.4173002705010906
33.6972083314939,-117.81382083892822,0.23153232197332307
33.6972083314939,-117.81377792358398,0.11384324928392775
33.69717262672879,-117.81407833099365,0.1821510178193311
33.69717262672879,-117.81403541564941,0.3838430768742213
33.69717262672879,-117.81399250030518,0.6332536879348586
33.69717262672879,-117.81394958496094,0.6956406386217562
33.69717262672879,-117.8139066696167,0.5430984266282755
33.69717262672879,-117.81386375427246,0.32334488816451645
33.69717262672879,-117.81382083892822,0.1331821288710477
33.697136921948854,-117.81416416168213,0.15467686743481707
33.697136921948854,-117.81412124633789,0.2891169536891482
33.697136921948854,-117.81407833099365,0.43355987210006575
33.697136921948854,-117.81403541564941,0.5572073019228497
33.697136921948854,-117.81399250030518,0.6153392619936032
33.697136921948854,-117.81394958496094,0.5145665689582569
33.697136921948854,-117.8139066696167,0.30987913146723833
33.697136921948854,-117.81386375427246,0.14490805752954114
33.69710121715409,-117.81420707702637,0.19186173794769815
33.69710121715409,-117.81416416168213,0.36456560576072133
33.69710121715409,-117.81412124633789,0.5446530844345783
33.69710121715409,-117.81407833099365,0.6398119757665909
33.69710121715409,-117.81403541564941,0.5876389246207478
33.69710121715409,-117.81399250030518,0.43189124499913595
33.69710121715409,-117.81394958496094,0.2497087742117078
33.69710121715409,-117.8139066696167,0.10634421550012604
33.69706551234448,-117.8142499923706,0.23502710534010884
33.69706551234448,-117.81420707702637,0.3848524682752496
33.69706551234448,-117.81416416168213,0.48776002917176325
33.69706551234448,-117.81412124633789,0.5519948689475423
33.69706551234448,-117.81407833099365,0.5369257541044303
33.69706551234448,-117.81403541564941,0.39710644215069746
33.69706551234448,-117.81399250030518,0.21051782753394735
33.69702980752003,-117.81429290771484,0.23724453968028555
33.69702980752003,-117.8142499923706,0.4736246299562332
33.69702980752003,-117.81420707702637,0.5578610688359117
33.69702980752003,-117.81416416168213,0.43985157332406916
33.69702980752003,-117.81412124633789,0.3123611525072737
33.69702980752003,-117.81407833099365,0.23679634009036427
33.69702980752003,-117.81403541564941,0.15040373684291639
33.69699410268075,-117.81433582305908,0.14026588720932248
33.69699410268075,-117.81429290771484,0.3727550214284732
33.69699410268075,-117.8142499923706,0.6167572284174572
33.69699410268075,-117.81420707702637,0.5933240224780371
33.69699410268075,-117.81416416168213,0.3234442975522612
33.69699410268075,-117.81412124633789,0.1186999580768109
33.69695839782663,-117.81437873840332,0.13602273670525447
33.69695839782663,-117.81433582305908,0.24932555424648703
33.69695839782663,-117.81429290771484,0.40411945512976405
33.69695839782663,-117.8142499923706,0.5164417086358422
